split,PMID,group,source,neg_kind,strata
train,18093522,pos,MEDLINE,pos,pos_MEDLINE
train,18093708,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18160040,pos,MEDLINE,pos,pos_MEDLINE
train,18160837,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18161820,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18162289,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18162595,pos,MEDLINE,pos,pos_MEDLINE
train,18165683,pos,MEDLINE,pos,pos_MEDLINE
train,1816987,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18177054,pos,MEDLINE,pos,pos_MEDLINE
train,18177892,pos,MEDLINE,pos,pos_MEDLINE
train,18177895,pos,MEDLINE,pos,pos_MEDLINE
train,18180287,pos,MEDLINE,pos,pos_MEDLINE
train,18181400,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18184648,pos,MEDLINE,pos,pos_MEDLINE
train,18194651,pos,MEDLINE,pos,pos_MEDLINE
train,18200045,pos,MEDLINE,pos,pos_MEDLINE
train,18201103,pos,MEDLINE,pos,pos_MEDLINE
train,18204465,pos,MEDLINE,pos,pos_MEDLINE
train,18206966,pos,MEDLINE,pos,pos_MEDLINE
train,1821090,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18214976,pos,MEDLINE,pos,pos_MEDLINE
train,18215412,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18216271,pos,MEDLINE,pos,pos_MEDLINE
train,18220423,pos,MEDLINE,pos,pos_MEDLINE
train,18220670,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18226210,far_neg,PMC,far_neg,far_neg_PMC
train,18226651,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18227065,pos,MEDLINE,pos,pos_MEDLINE
train,18230733,pos,MEDLINE,pos,pos_MEDLINE
train,18243103,pos,MEDLINE,pos,pos_MEDLINE
train,18243111,pos,MEDLINE,pos,pos_MEDLINE
train,18245389,pos,MEDLINE,pos,pos_MEDLINE
train,18247350,pos,MEDLINE,pos,pos_MEDLINE
train,18247744,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18248095,pos,PMC,pos,pos_PMC
train,18250328,pos,MEDLINE,pos,pos_MEDLINE
train,18250692,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18250743,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18255375,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18256322,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18258257,pos,MEDLINE,pos,pos_MEDLINE
train,18260106,pos,MEDLINE,pos,pos_MEDLINE
train,18267596,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18269247,pos,MEDLINE,pos,pos_MEDLINE
train,18272180,pos,MEDLINE,pos,pos_MEDLINE
train,18284208,pos,MEDLINE,pos,pos_MEDLINE
train,18287285,pos,MEDLINE,pos,pos_MEDLINE
train,18294847,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18307394,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18321067,pos,MEDLINE,pos,pos_MEDLINE
train,18322400,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18323856,pos,MEDLINE,pos,pos_MEDLINE
train,18329010,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18334222,pos,MEDLINE,pos,pos_MEDLINE
train,18336086,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18337752,pos,MEDLINE,pos,pos_MEDLINE
train,18339619,pos,MEDLINE,pos,pos_MEDLINE
train,18347139,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18354501,pos,PMC,pos,pos_PMC
train,18359842,pos,MEDLINE,pos,pos_MEDLINE
train,1836776,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18369191,pos,MEDLINE,pos,pos_MEDLINE
train,18384083,pos,MEDLINE,pos,pos_MEDLINE
train,18384084,pos,MEDLINE,pos,pos_MEDLINE
train,18384148,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18388365,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18390544,pos,MEDLINE,pos,pos_MEDLINE
train,18391200,pos,MEDLINE,pos,pos_MEDLINE
train,18410816,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18411016,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18412099,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18413719,pos,MEDLINE,pos,pos_MEDLINE
train,18420578,pos,PMC,pos,pos_PMC
train,18421143,pos,PMC,pos,pos_PMC
train,18421541,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18424268,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18428317,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18431750,pos,MEDLINE,pos,pos_MEDLINE
train,18434541,pos,MEDLINE,pos,pos_MEDLINE
train,18437267,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18440022,pos,MEDLINE,pos,pos_MEDLINE
train,18442135,pos,PMC,pos,pos_PMC
train,18451303,pos,MEDLINE,pos,pos_MEDLINE
train,18453631,pos,PMC,pos,pos_PMC
train,18462676,pos,MEDLINE,pos,pos_MEDLINE
train,18463100,pos,MEDLINE,pos,pos_MEDLINE
train,18463947,pos,MEDLINE,pos,pos_MEDLINE
train,18471851,pos,MEDLINE,pos,pos_MEDLINE
train,18471979,pos,MEDLINE,pos,pos_MEDLINE
train,18474854,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,1848855,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18490710,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18494520,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18495927,pos,MEDLINE,pos,pos_MEDLINE
train,18501926,pos,MEDLINE,pos,pos_MEDLINE
train,18507376,pos,MEDLINE,pos,pos_MEDLINE
train,18508761,pos,MEDLINE,pos,pos_MEDLINE
train,18510924,pos,MEDLINE,pos,pos_MEDLINE
train,18512959,pos,MEDLINE,pos,pos_MEDLINE
train,18515354,pos,MEDLINE,pos,pos_MEDLINE
train,18537264,pos,MEDLINE,pos,pos_MEDLINE
train,18538660,pos,MEDLINE,pos,pos_MEDLINE
train,18540635,pos,MEDLINE,pos,pos_MEDLINE
train,18545626,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18552768,pos,MEDLINE,pos,pos_MEDLINE
train,18559337,pos,MEDLINE,pos,pos_MEDLINE
train,18570878,pos,MEDLINE,pos,pos_MEDLINE
train,18573254,pos,MEDLINE,pos,pos_MEDLINE
train,18575158,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18585354,pos,MEDLINE,pos,pos_MEDLINE
train,18589438,pos,MEDLINE,pos,pos_MEDLINE
train,18589957,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18590741,pos,MEDLINE,pos,pos_MEDLINE
train,18611041,pos,PMC,pos,pos_PMC
train,18615077,pos,PMC,pos,pos_PMC
train,18636772,pos,MEDLINE,pos,pos_MEDLINE
train,18642504,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18652715,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18657545,pos,PMC,pos,pos_PMC
train,18660801,pos,MEDLINE,pos,pos_MEDLINE
train,18662988,pos,MEDLINE,pos,pos_MEDLINE
train,18663631,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18670111,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18675278,pos,MEDLINE,pos,pos_MEDLINE
train,18676842,far_neg,PMC,far_neg,far_neg_PMC
train,18677113,pos,MEDLINE,pos,pos_MEDLINE
train,18678652,pos,MEDLINE,pos,pos_MEDLINE
train,18678909,pos,MEDLINE,pos,pos_MEDLINE
train,18698566,pos,MEDLINE,pos,pos_MEDLINE
train,18699232,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18701985,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18703984,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18714982,pos,MEDLINE,pos,pos_MEDLINE
train,18726884,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18761102,pos,MEDLINE,pos,pos_MEDLINE
train,18768468,pos,MEDLINE,pos,pos_MEDLINE
train,18771286,pos,MEDLINE,pos,pos_MEDLINE
train,18772430,pos,MEDLINE,pos,pos_MEDLINE
train,18772889,pos,MEDLINE,pos,pos_MEDLINE
train,18773118,pos,PMC,pos,pos_PMC
train,1877627,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18780027,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18784751,pos,MEDLINE,pos,pos_MEDLINE
train,18786131,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18786403,pos,PMC,pos,pos_PMC
train,18787370,far_neg,PMC,far_neg,far_neg_PMC
train,18788947,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18789903,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18797192,pos,PMC,pos,pos_PMC
train,18798691,far_neg,PMC,far_neg,far_neg_PMC
train,18809678,pos,MEDLINE,pos,pos_MEDLINE
train,18812438,pos,MEDLINE,pos,pos_MEDLINE
train,18829450,pos,MEDLINE,pos,pos_MEDLINE
train,18829455,pos,MEDLINE,pos,pos_MEDLINE
train,18831036,pos,MEDLINE,pos,pos_MEDLINE
train,18832005,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18835279,pos,MEDLINE,pos,pos_MEDLINE
train,18842587,pos,MEDLINE,pos,pos_MEDLINE
train,18845156,pos,MEDLINE,pos,pos_MEDLINE
train,18922381,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18930733,pos,MEDLINE,pos,pos_MEDLINE
train,18937504,pos,MEDLINE,pos,pos_MEDLINE
train,18942264,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18946488,pos,PMC,pos,pos_PMC
train,18951393,pos,PMC,pos,pos_PMC
train,18952600,pos,MEDLINE,pos,pos_MEDLINE
train,18954090,pos,PMC,pos,pos_PMC
train,18954556,pos,MEDLINE,pos,pos_MEDLINE
train,18962492,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18966062,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18969911,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18977465,pos,MEDLINE,pos,pos_MEDLINE
train,18980413,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18983635,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18983981,pos,MEDLINE,pos,pos_MEDLINE
train,18984590,pos,MEDLINE,pos,pos_MEDLINE
train,18984594,pos,MEDLINE,pos,pos_MEDLINE
train,18985179,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,18992225,pos,MEDLINE,pos,pos_MEDLINE
train,18997779,pos,MEDLINE,pos,pos_MEDLINE
train,19001363,pos,MEDLINE,pos,pos_MEDLINE
train,19006326,pos,MEDLINE,pos,pos_MEDLINE
train,19006370,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19008859,pos,PMC,pos,pos_PMC
train,19010333,pos,MEDLINE,pos,pos_MEDLINE
train,19015116,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19015266,pos,MEDLINE,pos,pos_MEDLINE
train,19015537,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19020352,pos,MEDLINE,pos,pos_MEDLINE
train,19020623,pos,MEDLINE,pos,pos_MEDLINE
train,19021777,pos,MEDLINE,pos,pos_MEDLINE
train,19022175,pos,MEDLINE,pos,pos_MEDLINE
train,19025353,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19037309,pos,MEDLINE,pos,pos_MEDLINE
train,19043414,pos,PMC,pos,pos_PMC
train,19043829,pos,PMC,pos,pos_PMC
train,1904894,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19049332,pos,MEDLINE,pos,pos_MEDLINE
train,1905072,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19052082,pos,MEDLINE,pos,pos_MEDLINE
train,19077233,far_neg,PMC,far_neg,far_neg_PMC
train,19086274,pos,PMC,pos,pos_PMC
train,1909373,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19093919,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19095652,pos,PMC,pos,pos_PMC
train,19096096,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19103601,pos,MEDLINE,pos,pos_MEDLINE
train,19106096,pos,MEDLINE,pos,pos_MEDLINE
train,19121309,pos,MEDLINE,pos,pos_MEDLINE
train,19121363,pos,MEDLINE,pos,pos_MEDLINE
train,19122660,pos,MEDLINE,pos,pos_MEDLINE
train,19129176,pos,MEDLINE,pos,pos_MEDLINE
train,1913133,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19131341,pos,MEDLINE,pos,pos_MEDLINE
train,19132204,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19135701,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19136012,pos,MEDLINE,pos,pos_MEDLINE
train,19141530,pos,MEDLINE,pos,pos_MEDLINE
train,19144832,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19148673,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19150849,pos,PMC,pos,pos_PMC
train,19151722,pos,PMC,pos,pos_PMC
train,19152054,pos,MEDLINE,pos,pos_MEDLINE
train,19153467,pos,MEDLINE,pos,pos_MEDLINE
train,19159711,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19166819,pos,MEDLINE,pos,pos_MEDLINE
train,19170609,pos,MEDLINE,pos,pos_MEDLINE
train,19173086,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19190843,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19198145,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19198850,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19200043,pos,MEDLINE,pos,pos_MEDLINE
train,19207643,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19208630,pos,MEDLINE,pos,pos_MEDLINE
train,19214187,pos,MEDLINE,pos,pos_MEDLINE
train,19217391,pos,PMC,pos,pos_PMC
train,19218568,pos,MEDLINE,pos,pos_MEDLINE
train,19228656,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19234488,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19236004,pos,PMC,pos,pos_PMC
train,19237555,pos,MEDLINE,pos,pos_MEDLINE
train,19242475,pos,PMC,pos,pos_PMC
train,19244245,pos,PMC,pos,pos_PMC
train,19245829,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19249289,pos,MEDLINE,pos,pos_MEDLINE
train,19250451,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19253696,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19258449,pos,MEDLINE,pos,pos_MEDLINE
train,19270701,pos,PMC,pos,pos_PMC
train,19270784,far_neg,PMC,far_neg,far_neg_PMC
train,19276069,pos,MEDLINE,pos,pos_MEDLINE
train,19279001,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19285948,pos,MEDLINE,pos,pos_MEDLINE
train,19289127,pos,MEDLINE,pos,pos_MEDLINE
train,19291308,pos,PMC,pos,pos_PMC
train,19296670,pos,MEDLINE,pos,pos_MEDLINE
train,19298824,pos,PMC,pos,pos_PMC
train,19303059,pos,MEDLINE,pos,pos_MEDLINE
train,19321610,pos,MEDLINE,pos,pos_MEDLINE
train,19321729,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19323021,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19325628,pos,PMC,pos,pos_PMC
train,19326460,pos,PMC,pos,pos_PMC
train,19327143,pos,PMC,pos,pos_PMC
train,19338755,pos,MEDLINE,pos,pos_MEDLINE
train,19341745,pos,MEDLINE,pos,pos_MEDLINE
train,19346515,pos,MEDLINE,pos,pos_MEDLINE
train,19355815,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19360879,pos,MEDLINE,pos,pos_MEDLINE
train,19361449,pos,PMC,pos,pos_PMC
train,19364499,pos,MEDLINE,pos,pos_MEDLINE
train,19368890,pos,MEDLINE,pos,pos_MEDLINE
train,19368892,pos,PMC,pos,pos_PMC
train,19371093,pos,PMC,pos,pos_PMC
train,19374881,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19388458,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19390836,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,1939859,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19399222,pos,PMC,pos,pos_PMC
train,19406745,pos,MEDLINE,pos,pos_MEDLINE
train,19408599,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19422560,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19435995,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19446522,pos,PMC,pos,pos_PMC
train,19450733,pos,PMC,pos,pos_PMC
train,19456151,pos,PMC,pos,pos_PMC
train,19458186,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19467292,pos,MEDLINE,pos,pos_MEDLINE
train,19473927,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19474788,pos,MEDLINE,pos,pos_MEDLINE
train,19478429,pos,MEDLINE,pos,pos_MEDLINE
train,19478832,far_neg,PMC,far_neg,far_neg_PMC
train,19490121,pos,MEDLINE,pos,pos_MEDLINE
train,19491107,pos,MEDLINE,pos,pos_MEDLINE
train,19494830,pos,PMC,pos,pos_PMC
train,19497300,pos,PMC,pos,pos_PMC
train,19500594,pos,PMC,pos,pos_PMC
train,19504483,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19515383,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19520085,pos,MEDLINE,pos,pos_MEDLINE
train,19523119,pos,MEDLINE,pos,pos_MEDLINE
train,19526107,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19528533,pos,MEDLINE,pos,pos_MEDLINE
train,19530738,pos,MEDLINE,pos,pos_MEDLINE
train,19535331,pos,MEDLINE,pos,pos_MEDLINE
train,19535342,pos,MEDLINE,pos,pos_MEDLINE
train,19536568,pos,MEDLINE,pos,pos_MEDLINE
train,19536883,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19537707,pos,PMC,pos,pos_PMC
train,19539182,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19551538,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19555977,pos,PMC,pos,pos_PMC
train,19556969,pos,MEDLINE,pos,pos_MEDLINE
train,19557331,pos,MEDLINE,pos,pos_MEDLINE
train,19566623,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19580545,pos,MEDLINE,pos,pos_MEDLINE
train,19580813,pos,MEDLINE,pos,pos_MEDLINE
train,19580816,pos,PMC,pos,pos_PMC
train,19605348,pos,MEDLINE,pos,pos_MEDLINE
train,19607839,pos,PMC,pos,pos_PMC
train,19627502,pos,PMC,pos,pos_PMC
train,19632184,pos,MEDLINE,pos,pos_MEDLINE
train,1963276,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19636827,pos,MEDLINE,pos,pos_MEDLINE
train,19636959,pos,MEDLINE,pos,pos_MEDLINE
train,19645725,pos,MEDLINE,pos,pos_MEDLINE
train,19651599,pos,MEDLINE,pos,pos_MEDLINE
train,19651603,pos,MEDLINE,pos,pos_MEDLINE
train,19666603,pos,MEDLINE,pos,pos_MEDLINE
train,19680239,pos,MEDLINE,pos,pos_MEDLINE
train,1968660,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19686684,pos,PMC,pos,pos_PMC
train,19690375,pos,MEDLINE,pos,pos_MEDLINE
train,19695262,pos,PMC,pos,pos_PMC
train,19700529,far_neg,PMC,far_neg,far_neg_PMC
train,19706512,pos,MEDLINE,pos,pos_MEDLINE
train,19710013,pos,MEDLINE,pos,pos_MEDLINE
train,19748360,pos,PMC,pos,pos_PMC
train,19759397,pos,MEDLINE,pos,pos_MEDLINE
train,19761766,pos,MEDLINE,pos,pos_MEDLINE
train,19762013,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19770498,pos,MEDLINE,pos,pos_MEDLINE
train,19776021,pos,MEDLINE,pos,pos_MEDLINE
train,19781520,pos,MEDLINE,pos,pos_MEDLINE
train,19782031,pos,MEDLINE,pos,pos_MEDLINE
train,19783089,pos,MEDLINE,pos,pos_MEDLINE
train,19783652,pos,MEDLINE,pos,pos_MEDLINE
train,19793813,pos,MEDLINE,pos,pos_MEDLINE
train,19798053,pos,MEDLINE,pos,pos_MEDLINE
train,19804755,pos,PMC,pos,pos_PMC
train,19804783,pos,PMC,pos,pos_PMC
train,19804939,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19805198,pos,MEDLINE,pos,pos_MEDLINE
train,19822344,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19827331,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19828478,far_neg,PMC,far_neg,far_neg_PMC
train,19841061,pos,MEDLINE,pos,pos_MEDLINE
train,19842282,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19843162,pos,PMC,pos,pos_PMC
train,19845004,pos,MEDLINE,pos,pos_MEDLINE
train,19846660,pos,MEDLINE,pos,pos_MEDLINE
train,19855925,pos,MEDLINE,pos,pos_MEDLINE
train,19858187,pos,MEDLINE,pos,pos_MEDLINE
train,19862687,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19864428,pos,MEDLINE,pos,pos_MEDLINE
train,19888685,pos,MEDLINE,pos,pos_MEDLINE
train,19899809,pos,MEDLINE,pos,pos_MEDLINE
train,19911811,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19913031,pos,PMC,pos,pos_PMC
train,19914198,pos,MEDLINE,pos,pos_MEDLINE
train,19917612,pos,MEDLINE,pos,pos_MEDLINE
train,19918058,pos,MEDLINE,pos,pos_MEDLINE
train,19920611,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19923215,pos,MEDLINE,pos,pos_MEDLINE
train,19923216,pos,MEDLINE,pos,pos_MEDLINE
train,19925011,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19929855,pos,MEDLINE,pos,pos_MEDLINE
train,19945010,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19957872,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19959848,pos,MEDLINE,pos,pos_MEDLINE
train,19965479,pos,MEDLINE,pos,pos_MEDLINE
train,19966140,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,19966800,pos,PMC,pos,pos_PMC
train,19995078,pos,PMC,pos,pos_PMC
train,20000252,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20007275,pos,MEDLINE,pos,pos_MEDLINE
train,20007319,pos,MEDLINE,pos,pos_MEDLINE
train,20010838,pos,PMC,pos,pos_PMC
train,20014027,pos,PMC,pos,pos_PMC
train,20018619,far_neg,PMC,far_neg,far_neg_PMC
train,20018841,pos,MEDLINE,pos,pos_MEDLINE
train,20023638,pos,PMC,pos,pos_PMC
train,20025324,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20026071,pos,PMC,pos,pos_PMC
train,20036251,pos,PMC,pos,pos_PMC
train,20037260,far_neg,PMC,far_neg,far_neg_PMC
train,20042108,pos,PMC,pos,pos_PMC
train,20042604,pos,MEDLINE,pos,pos_MEDLINE
train,20054919,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20058326,pos,MEDLINE,pos,pos_MEDLINE
train,20059698,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20066663,pos,MEDLINE,pos,pos_MEDLINE
train,20066733,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20075914,pos,MEDLINE,pos,pos_MEDLINE
train,2007608,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20080625,pos,MEDLINE,pos,pos_MEDLINE
train,20084102,pos,PMC,pos,pos_PMC
train,20091404,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20098333,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20098421,pos,PMC,pos,pos_PMC
train,20103772,pos,MEDLINE,pos,pos_MEDLINE
train,20106953,pos,MEDLINE,pos,pos_MEDLINE
train,20109190,pos,PMC,pos,pos_PMC
train,20117128,pos,PMC,pos,pos_PMC
train,20123905,pos,MEDLINE,pos,pos_MEDLINE
train,20123908,pos,MEDLINE,pos,pos_MEDLINE
train,20127955,far_neg,PMC,far_neg,far_neg_PMC
train,20133655,pos,MEDLINE,pos,pos_MEDLINE
train,20140677,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20146438,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20152802,pos,MEDLINE,pos,pos_MEDLINE
train,20164921,pos,PMC,pos,pos_PMC
train,20178990,pos,MEDLINE,pos,pos_MEDLINE
train,20178991,pos,MEDLINE,pos,pos_MEDLINE
train,20180402,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20181953,pos,MEDLINE,pos,pos_MEDLINE
train,20201439,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20202618,far_neg,PMC,far_neg,far_neg_PMC
train,20206173,pos,MEDLINE,pos,pos_MEDLINE
train,20230749,pos,PMC,pos,pos_PMC
train,20231488,pos,MEDLINE,pos,pos_MEDLINE
train,20236989,pos,PMC,pos,pos_PMC
train,20298817,pos,MEDLINE,pos,pos_MEDLINE
train,20299452,pos,PMC,pos,pos_PMC
train,20302340,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20304765,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20331536,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20331968,pos,MEDLINE,pos,pos_MEDLINE
train,20333243,pos,PMC,pos,pos_PMC
train,20335504,far_neg,PMC,far_neg,far_neg_PMC
train,20339072,pos,PMC,pos,pos_PMC
train,20350038,far_neg,PMC,far_neg,far_neg_PMC
train,20357771,pos,PMC,pos,pos_PMC
train,20359503,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20360045,pos,PMC,pos,pos_PMC
train,20361791,pos,PMC,pos,pos_PMC
train,2036681,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20375022,pos,MEDLINE,pos,pos_MEDLINE
train,20375315,pos,MEDLINE,pos,pos_MEDLINE
train,20397659,far_neg,PMC,far_neg,far_neg_PMC
train,20399186,pos,PMC,pos,pos_PMC
train,20403335,pos,MEDLINE,pos,pos_MEDLINE
train,20405910,pos,PMC,pos,pos_PMC
train,2040607,pos,MEDLINE,pos,pos_MEDLINE
train,20406345,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20410270,pos,MEDLINE,pos,pos_MEDLINE
train,20415477,pos,MEDLINE,pos,pos_MEDLINE
train,20416176,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20416367,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20416937,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20424264,pos,PMC,pos,pos_PMC
train,20426800,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20427285,pos,MEDLINE,pos,pos_MEDLINE
train,20428112,pos,MEDLINE,pos,pos_MEDLINE
train,20434955,pos,PMC,pos,pos_PMC
train,20435772,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
train,20437310,far_neg,MEDLINE,far_neg,far_neg_MEDLINE
